long,lat
-86.91666667,15.58333333
-91.75,15.75
-105.5833333,24.91666667
-96.75,16.58333333
-106.0833333,23.75
-104.9166667,22.08333333
-98.41666667,21.25
-100.4166667,24.75
-100.25,24.58333333
-90.25,15.08333333
-101.25,20.25
-99.75,21.41666667
-91.91666667,16.91666667
-99.25,22.75
-101.9166667,21.58333333
-97.08333333,26.08333333
-91.75,17.08333333
-101.9166667,20.41666667
-100.9166667,20.58333333
-102.25,20.08333333
-101.5833333,21.58333333
-104.25,21.25
-92.25,17.25
-102.4166667,20.41666667
-100.0833333,20.41666667
-99.91666667,20.75
-90.58333333,15.08333333
-102.9166667,20.75
-92.08333333,15.58333333
-101.25,21.58333333
-97.25,26.25
-103.0833333,20.91666667
-91.41666667,16.58333333
-101.75,21.58333333
-105.25,24.41666667
-98.08333333,18.75
-101.5833333,21.75
-98.25,17.75
-99.08333333,22.41666667
-105.0833333,22.25
-101.5833333,21.08333333
-95.91666667,16.75
-105.0833333,24.25
-106.5833333,25.75
-98.58333333,19.58333333
-98.58333333,21.41666667
-106.5833333,24.58333333
-92.75,17.25
-101.5833333,20.91666667
-105.9166667,25.25
-103.25,20.75
-100.25,25.58333333
-91.25,16.58333333
-103.25,18.58333333
-104.0833333,21.75
-99.58333333,21.58333333
-103.9166667,22.41666667
-98.25,23.41666667
-87.75,14.41666667
-98.08333333,16.91666667
-107.0833333,25.08333333
-107.0833333,26.25
-102.5833333,22.08333333
-101.4166667,21.91666667
-99.58333333,17.58333333
-100.5833333,25.08333333
-99.75,24.75
-87.08333333,15.08333333
-103.0833333,20.75
-100.4166667,18.91666667
-100.0833333,24.25
-102.5833333,18.75
-103.5833333,20.91666667
-99.08333333,19.58333333
-100.4166667,21.91666667
-100.75,20.58333333
-95.91666667,16.58333333
-98.91666667,21.75
-99.91666667,21.25
-104.25,22.08333333
-97.41666667,26.58333333
-98.75,21.58333333
-103.4166667,21.58333333
-100.25,20.58333333
-100.5833333,20.58333333
-100.5833333,21.08333333
-100.25,21.75
-103.5833333,21.91666667
-104.5833333,24.08333333
-88.58333333,14.75
-98.58333333,18.75
-100.4166667,20.58333333
-88.91666667,14.91666667
-105.4166667,22.91666667
-104.0833333,19.41666667
-97.08333333,25.91666667
-90.41666667,15.08333333
-98.25,18.75
-101.0833333,21.91666667
-103.25,19.08333333
-100.9166667,21.08333333
-99.58333333,18.58333333
-99.08333333,22.08333333
-101.4166667,21.58333333
-92.41666667,15.75
-99.91666667,20.41666667
-94.41666667,16.75
-99.58333333,24.25
-97.91666667,23.58333333
-87.75,14.25
-101.75,20.75
-101.5833333,22.25
-96.75,19.41666667
-104.75,24.08333333
-97.41666667,26.41666667
-99.08333333,19.75
-100.0833333,20.58333333
-107.25,26.08333333
-88.91666667,14.41666667
-101.0833333,22.08333333
-107.25,26.41666667
-100.4166667,21.75
-98.08333333,21.08333333
-100.5833333,21.91666667
-98.91666667,22.41666667
-100.5833333,21.41666667
-106.9166667,25.08333333
-99.25,20.41666667
-104.9166667,20.08333333
-103.25,21.58333333
-96.75,16.75
-98.08333333,17.58333333
-99.41666667,21.08333333
-88.41666667,14.25
-90.25,14.58333333
-95.75,17.41666667
-103.0833333,21.08333333
-98.58333333,23.41666667
-107.9166667,26.41666667
-101.5833333,21.91666667
-92.58333333,15.91666667
-103.9166667,21.58333333
-100.5833333,22.08333333
-98.91666667,17.08333333
-107.9166667,26.58333333
-102.25,20.25
-104.75,19.91666667
-87.08333333,14.08333333
-98.08333333,18.41666667
-99.08333333,22.25
-97.25,26.08333333
-102.75,20.91666667
-102.0833333,21.08333333
-97.41666667,26.75
-102.9166667,20.91666667
-94.25,16.91666667
-90.58333333,14.75
-96.75,18.75
-101.75,20.91666667
-98.91666667,16.91666667
-97.91666667,21.08333333
-102.5833333,20.91666667
-101.25,21.91666667
-104.25,21.08333333
-101.25,22.08333333
-101.9166667,20.91666667
-85.91666667,13.08333333
-101.4166667,21.75
-102.75,21.58333333
-97.91666667,23.41666667
-92.91666667,15.91666667
-104.4166667,20.75
-98.08333333,21.25
-106.0833333,25.41666667
-107.4166667,26.58333333
-99.75,21.08333333
-99.58333333,21.41666667
-103.75,20.91666667
-98.25,16.91666667
-99.75,20.41666667
-97.08333333,25.75
-97.75,23.58333333
-104.75,21.75
-92.58333333,17.41666667
-105.75,23.25
-96.75,19.91666667
-95.91666667,17.58333333
-99.41666667,24.08333333
-104.25,23.41666667
-104.0833333,23.08333333
-101.75,20.25
-99.41666667,20.91666667
-108.0833333,26.25
-99.91666667,23.41666667
-98.75,17.75
-83.91666667,9.916666667
-99.58333333,18.75
-92.91666667,17.41666667
-104.75,21.08333333
-99.41666667,23.58333333
-87.08333333,14.25
-100.75,22.25
-101.0833333,20.41666667
-99.08333333,17.25
-99.58333333,21.75
-97.41666667,26.25
-103.4166667,21.75
-90.41666667,14.58333333
-101.5833333,20.25
-97.41666667,26.91666667
-98.25,21.25
-90.58333333,14.58333333
-104.9166667,24.25
-100.5833333,21.25
-99.41666667,23.41666667
-101.75,21.08333333
-101.5833333,20.41666667
-97.58333333,20.41666667
-104.4166667,23.75
-87.41666667,15.08333333
-99.91666667,17.75
-99.08333333,22.58333333
-104.5833333,19.75
-101.9166667,21.08333333
-101.4166667,22.25
-97.75,21.25
-92.75,15.91666667
-104.0833333,23.25
-83.91666667,9.75
-96.75,16.08333333
-97.91666667,20.75
-100.0833333,23.58333333
-101.5833333,22.41666667
-99.58333333,17.41666667
-104.75,21.91666667
-96.75,18.41666667
-101.5833333,20.58333333
-96.08333333,16.58333333
-101.4166667,20.41666667
-101.25,20.58333333
-107.25,25.41666667
-99.58333333,24.41666667
-99.58333333,21.91666667
-87.25,15.41666667
-101.75,21.91666667
-93.58333333,16.25
-116.4166667,31.41666667
-91.08333333,15.75
-96.75,19.08333333
-98.75,19.58333333
-104.4166667,21.41666667
-97.91666667,16.91666667
-97.25,25.91666667
-100.0833333,21.41666667
-105.4166667,24.75
-99.75,23.25
-100.25,24.41666667
-88.58333333,14.58333333
-100.9166667,25.25
-99.91666667,20.58333333
-100.25,23.91666667
-101.4166667,20.58333333
-103.9166667,22.91666667
-107.25,25.75
-100.75,21.08333333
-99.91666667,23.25
-102.9166667,18.91666667
-101.9166667,20.25
-97.58333333,16.41666667
-98.41666667,17.58333333
-101.4166667,22.08333333
-104.0833333,21.91666667
-105.0833333,21.41666667
-100.4166667,21.58333333
-86.91666667,14.91666667
-105.0833333,24.41666667
-100.75,22.08333333
-97.25,25.75
-102.9166667,21.41666667
-101.5833333,22.08333333
-88.91666667,14.75
-87.75,14.58333333
-104.75,19.75
-102.5833333,21.91666667
-100.0833333,23.75
-98.41666667,18.75
-103.25,21.08333333
-98.41666667,23.58333333
-107.25,25.91666667
-98.58333333,23.25
-102.4166667,18.41666667
-104.5833333,21.91666667
-101.75,22.08333333
-102.25,21.08333333
-89.75,15.08333333
-106.25,23.75
-98.08333333,23.25
-103.0833333,21.91666667
-99.41666667,20.58333333
-99.08333333,24.58333333
-104.4166667,23.58333333
-107.9166667,26.25
-99.91666667,21.58333333
-100.0833333,25.41666667
-100.9166667,22.08333333
-96.25,17.91666667
-97.41666667,26.08333333
-103.9166667,22.75
-98.75,18.75
-94.08333333,16.58333333
-98.75,19.75
-88.91666667,14.58333333
-98.75,24.58333333
-104.25,23.58333333
-96.75,18.91666667
-103.9166667,23.08333333
-97.25,25.58333333
-103.5833333,22.25
-101.9166667,21.75
-103.9166667,22.58333333
-96.91666667,16.08333333
-102.0833333,21.41666667
-98.08333333,23.08333333
-105.25,24.58333333
-107.75,26.41666667
-100.0833333,23.91666667
-90.25,15.58333333
-99.75,21.58333333
-103.0833333,21.25
-106.5833333,24.41666667
-100.0833333,21.75
-101.9166667,21.25
-101.25,20.41666667
-101.9166667,20.75
-104.0833333,22.91666667
-97.41666667,27.08333333
-93.58333333,16.08333333
-102.9166667,21.08333333
-82.58333333,8.916666667
-116.4166667,31.58333333
-104.0833333,22.41666667
-97.41666667,27.25
-89.08333333,14.75
-92.58333333,17.08333333
-97.58333333,26.58333333
-104.0833333,20.08333333
-103.75,22.91666667
-99.91666667,23.08333333
-90.75,14.91666667
-90.08333333,15.41666667
-97.25,25.41666667
-97.75,23.75
-90.75,15.58333333
-100.25,23.75
-100.0833333,24.08333333
-86.41666667,13.75
-100.9166667,21.58333333
-110.0833333,23.58333333
-98.08333333,23.41666667
-100.5833333,17.75
-102.75,18.58333333
-101.4166667,22.41666667
-103.4166667,21.91666667
-104.4166667,23.91666667
-104.0833333,23.41666667
-98.91666667,21.91666667
-107.25,25.25
-99.08333333,17.75
-106.75,25.91666667
-93.41666667,16.08333333
-100.9166667,17.91666667
-103.4166667,19.41666667
-100.25,21.41666667
-104.0833333,19.25
-103.75,22.75
-97.75,16.41666667
-95.58333333,17.25
-106.25,25.58333333
-97.58333333,26.41666667
-87.58333333,14.08333333
-98.25,21.41666667
-107.4166667,25.41666667
-116.4166667,31.25
-106.9166667,26.08333333
-98.58333333,16.91666667
-93.08333333,16.08333333
-102.0833333,21.58333333
-98.91666667,19.75
-96.58333333,19.75
-97.75,23.41666667
-107.0833333,26.41666667
-101.25,22.58333333
-101.4166667,18.25
-101.0833333,19.25
-105.5833333,23.08333333
-104.0833333,19.91666667
-96.75,19.25
-91.75,16.91666667
-103.9166667,23.25
-99.08333333,18.91666667
-97.41666667,20.25
-103.75,22.58333333
-105.25,22.58333333
-100.75,25.25
-97.41666667,25.41666667
-100.5833333,21.58333333
-98.08333333,17.75
-99.75,22.58333333
-103.5833333,22.08333333
-97.91666667,23.25
-99.75,21.75
-100.9166667,21.41666667
-97.41666667,25.58333333
-87.41666667,14.58333333
-99.91666667,21.41666667
-97.91666667,23.75
-97.41666667,25.75
-91.41666667,16.91666667
-88.08333333,14.58333333
-98.91666667,19.41666667
-109.9166667,23.08333333
-97.58333333,26.75
-101.25,22.25
-107.25,26.58333333
-101.9166667,21.41666667
-100.9166667,22.25
-102.5833333,21.75
-105.0833333,22.08333333
-102.5833333,22.58333333
-100.75,22.41666667
-100.4166667,22.75
-103.25,21.25
-106.9166667,24.91666667
-92.91666667,16.75
-100.9166667,22.41666667
-104.75,24.25
-93.25,17.41666667
-101.0833333,22.25
-99.91666667,25.08333333
-97.58333333,26.25
-100.75,21.25
-97.08333333,17.91666667
-104.5833333,21.58333333
-100.4166667,22.58333333
-100.5833333,22.25
-86.08333333,13.25
-103.5833333,22.41666667
-103.25,21.75
-99.91666667,23.58333333
-97.41666667,25.91666667
-101.9166667,21.91666667
-97.41666667,25.25
-102.75,22.25
-100.9166667,21.25
-87.58333333,14.58333333
-98.58333333,17.58333333
-103.25,18.91666667
-102.9166667,21.25
-104.9166667,20.91666667
-101.75,22.25
-104.5833333,21.75
-104.4166667,19.58333333
-107.75,26.08333333
-97.91666667,23.08333333
-99.91666667,21.75
-86.91666667,13.91666667
-103.75,22.25
-88.41666667,14.91666667
-82.75,9.083333333
-104.9166667,19.75
-99.75,20.91666667
-93.08333333,17.41666667
-104.0833333,21.08333333
-98.75,21.75
-101.0833333,22.58333333
-104.9166667,24.41666667
-103.75,21.58333333
-100.4166667,24.58333333
-107.9166667,26.75
-104.4166667,24.08333333
-103.0833333,22.08333333
-99.41666667,17.41666667
-92.91666667,16.08333333
-97.58333333,26.08333333
-94.08333333,16.75
-101.5833333,22.58333333
-87.25,13.91666667
-99.75,17.75
-100.75,22.75
-97.91666667,18.25
-109.9166667,23.75
-99.75,22.75
-95.41666667,16.91666667
-102.75,22.08333333
-104.25,19.41666667
-107.5833333,25.58333333
-106.4166667,25.75
-103.0833333,19.08333333
-106.75,24.75
-108.9166667,28.41666667
-105.0833333,24.58333333
-97.58333333,25.75
-100.75,21.41666667
-103.75,21.91666667
-99.75,21.91666667
-109.0833333,28.25
-87.41666667,14.75
-102.0833333,21.25
-98.08333333,23.58333333
-106.5833333,24.25
-101.0833333,21.58333333
-102.5833333,22.75
-98.41666667,21.41666667
-87.25,14.08333333
-93.25,17.08333333
-87.41666667,15.41666667
-99.75,20.58333333
-103.9166667,21.08333333
-99.25,17.41666667
-105.0833333,21.58333333
-106.4166667,24.08333333
-102.4166667,22.41666667
-99.41666667,17.58333333
-87.25,14.41666667
-108.9166667,28.25
-106.9166667,26.25
-102.75,21.08333333
-97.41666667,25.08333333
-97.91666667,20.91666667
-101.0833333,22.75
-99.75,22.41666667
-100.5833333,24.91666667
-82.91666667,9.083333333
-102.0833333,21.75
-101.25,22.41666667
-100.75,21.91666667
-98.75,24.75
-88.75,14.75
-97.75,20.75
-97.58333333,25.08333333
-107.5833333,26.58333333
-104.4166667,19.41666667
-102.75,19.58333333
-98.08333333,22.91666667
-103.0833333,21.75
-106.25,23.91666667
-103.25,22.58333333
-107.4166667,25.91666667
-100.5833333,17.58333333
-104.5833333,20.91666667
-102.4166667,21.91666667
-99.91666667,21.08333333
-101.75,22.41666667
-97.58333333,25.91666667
-83.91666667,9.583333333
-89.91666667,14.75
-101.4166667,22.58333333
-100.25,17.75
-97.75,23.25
-100.5833333,22.41666667
-97.75,23.91666667
-98.91666667,24.75
-103.4166667,21.08333333
-97.58333333,25.58333333
-101.0833333,22.41666667
-97.58333333,26.91666667
-97.75,21.08333333
-107.75,25.91666667
-107.5833333,26.08333333
-100.25,24.25
-105.5833333,25.08333333
-105.25,22.41666667
-99.41666667,17.75
-87.91666667,14.91666667
-97.58333333,25.41666667
-103.75,23.08333333
-110.0833333,23.75
-87.58333333,14.41666667
-97.58333333,27.08333333
-91.25,16.75
-97.58333333,25.25
-99.08333333,17.41666667
-102.25,21.75
-116.75,32.25
-100.0833333,21.58333333
-100.75,22.58333333
-104.5833333,24.25
-88.75,14.25
-99.75,23.08333333
-103.75,19.41666667
-100.0833333,26.08333333
-100.9166667,23.08333333
-102.4166667,22.58333333
-100.75,22.91666667
-97.91666667,18.08333333
-103.9166667,23.41666667
-100.9166667,25.41666667
-100.0833333,23.41666667
-99.75,22.91666667
-97.25,20.25
-103.5833333,22.91666667
-99.91666667,20.91666667
-104.0833333,23.58333333
-100.9166667,22.58333333
-95.75,17.58333333
-101.25,22.75
-100.25,24.08333333
-98.91666667,19.58333333
-101.0833333,21.75
-88.75,14.91666667
-98.58333333,21.58333333
-100.75,23.08333333
-100.4166667,23.41666667
-102.4166667,22.08333333
-100.25,23.58333333
-100.5833333,21.75
-97.58333333,24.91666667
-94.08333333,16.91666667
-101.9166667,22.58333333
-97.91666667,23.91666667
-92.75,16.08333333
-105.4166667,20.41666667
-95.41666667,16.75
-101.9166667,22.41666667
-99.08333333,23.58333333
-87.75,14.75
-100.5833333,22.75
-107.5833333,25.41666667
-100.4166667,17.75
-103.9166667,21.41666667
-98.08333333,21.41666667
-98.58333333,23.58333333
-103.9166667,19.58333333
-91.58333333,17.08333333
-100.9166667,23.58333333
-107.75,25.75
-99.91666667,26.25
-88.58333333,15.08333333
-108.0833333,27.08333333
-87.08333333,13.91666667
-85.91666667,13.25
-102.75,21.75
-93.08333333,16.25
-109.0833333,28.08333333
-100.9166667,22.75
-104.25,19.75
-97.58333333,24.75
-103.75,22.41666667
-97.08333333,18.08333333
-98.25,23.58333333
-99.58333333,20.58333333
-99.08333333,23.41666667
-86.75,15.58333333
-100.25,21.58333333
-97.41666667,20.41666667
-100.4166667,23.58333333
-103.4166667,22.25
-97.91666667,22.91666667
-100.75,21.58333333
-100.4166667,22.41666667
-104.25,23.75
-99.08333333,22.91666667
-98.58333333,23.75
-94.41666667,17.08333333
-101.9166667,22.25
-103.75,22.08333333
-86.91666667,15.08333333
-99.58333333,24.58333333
-103.4166667,22.41666667
-97.58333333,27.25
-101.25,18.25
-105.4166667,22.75
-105.25,24.75
-107.25,25.08333333
-88.91666667,15.08333333
-103.25,22.75
-100.5833333,24.75
-100.0833333,26.25
-97.25,16.08333333
-100.4166667,23.75
-107.4166667,26.75
-98.91666667,24.58333333
-101.0833333,22.91666667
-102.0833333,19.25
-97.08333333,16.08333333
-103.5833333,23.08333333
-116.4166667,31.75
-101.75,22.58333333
-101.25,23.08333333
-98.08333333,18.58333333
-103.5833333,22.58333333
-102.4166667,22.25
-99.25,17.75
-105.0833333,21.08333333
-85.75,13.25
-98.25,22.91666667
-101.25,22.91666667
-99.08333333,23.08333333
-97.58333333,24.58333333
-102.25,18.41666667
-102.75,22.41666667
-87.25,14.58333333
-87.25,14.25
-106.0833333,25.58333333
-97.58333333,20.58333333
-102.4166667,21.08333333
-100.9166667,25.58333333
-91.25,16.08333333
-87.58333333,14.75
-108.0833333,26.41666667
-97.75,23.08333333
-93.25,16.08333333
-95.91666667,16.08333333
-101.5833333,18.91666667
-92.91666667,15.58333333
-99.25,23.91666667
-99.75,22.08333333
-97.08333333,20.08333333
-104.4166667,24.25
-108.9166667,28.08333333
-116.25,30.91666667
-99.08333333,23.25
-105.0833333,21.91666667
-82.91666667,9.25
-95.91666667,16.41666667
-106.5833333,25.91666667
-87.75,14.08333333
-100.4166667,22.25
-101.4166667,22.75
-100.0833333,18.58333333
-105.9166667,25.41666667
-93.08333333,16.91666667
-100.25,26.25
-100.75,21.75
-99.75,18.41666667
-102.5833333,21.08333333
-109.0833333,28.41666667
-100.9166667,19.41666667
-86.75,15.08333333
-88.58333333,14.91666667
-86.25,13.25
-100.9166667,22.91666667
-93.25,16.41666667
-102.4166667,18.58333333
-103.25,21.91666667
-101.75,22.75
-98.58333333,17.75
-92.41666667,15.25
-97.75,26.25
-82.75,8.916666667
-116.25,31.08333333
-100.4166667,24.41666667
-100.9166667,21.91666667
-97.75,24.08333333
-85.91666667,14.91666667
-101.9166667,22.08333333
-101.0833333,23.25
-98.25,21.58333333
-104.9166667,24.58333333
-104.75,24.41666667
-97.91666667,21.41666667
-101.5833333,22.75
-100.0833333,21.91666667
-107.75,25.41666667
-101.9166667,22.75
-97.75,26.08333333
-98.41666667,17.91666667
-97.75,24.58333333
-99.08333333,22.75
-100.5833333,24.58333333
-97.75,24.41666667
-102.25,21.58333333
-87.58333333,14.91666667
-98.58333333,23.08333333
-84.08333333,9.75
-110.0833333,23.41666667
-92.75,17.41666667
-93.41666667,15.91666667
-97.75,24.25
-94.41666667,16.91666667
-107.9166667,26.08333333
-98.08333333,23.91666667
-95.58333333,17.41666667
-93.41666667,17.25
-100.75,23.58333333
-107.5833333,25.25
-97.75,25.75
-97.75,25.91666667
-103.5833333,22.75
-99.91666667,18.41666667
-99.91666667,18.58333333
-98.41666667,23.75
-92.91666667,16.25
-101.75,23.25
-90.08333333,14.41666667
-102.4166667,18.25
-83.75,9.916666667
-115.5833333,30.91666667
-107.0833333,26.58333333
-104.25,23.91666667
-97.75,26.41666667
-101.25,23.25
-98.41666667,21.58333333
-97.75,24.75
-102.0833333,22.41666667
-84.08333333,10.08333333
-83.08333333,9.25
-97.75,25.58333333
-103.4166667,22.08333333
-100.4166667,25.91666667
-100.25,22.75
-104.0833333,22.58333333
-102.0833333,21.91666667
-104.0833333,22.75
-96.08333333,17.91666667
-93.41666667,17.41666667
-97.75,25.41666667
-92.41666667,15.91666667
-99.91666667,25.91666667
-98.08333333,17.91666667
-97.75,26.58333333
-106.5833333,24.08333333
-86.91666667,14.41666667
-104.0833333,23.75
-96.58333333,18.25
-98.58333333,24.75
-97.91666667,24.08333333
-105.25,22.25
-100.25,23.41666667
-86.25,13.91666667
-103.75,23.25
-104.9166667,19.91666667
-92.58333333,16.41666667
-97.25,20.41666667
-99.41666667,24.25
-99.08333333,24.75
-102.0833333,22.58333333
-103.0833333,22.75
-98.58333333,24.58333333
-107.4166667,25.25
-100.9166667,19.25
-100.4166667,23.91666667
-88.41666667,15.08333333
-97.75,26.75
-105.5833333,22.91666667
-100.9166667,23.41666667
-98.25,17.91666667
-108.0833333,26.75
-102.25,21.91666667
-97.75,24.91666667
-90.58333333,14.91666667
-98.08333333,22.75
-98.41666667,18.58333333
-101.4166667,22.91666667
-106.9166667,24.75
-103.0833333,22.25
-102.0833333,22.25
-100.5833333,23.58333333
-99.75,22.25
-102.0833333,22.75
-86.58333333,13.75
-99.75,24.91666667
-108.0833333,27.25
-89.08333333,14.25
-98.91666667,22.58333333
-103.75,23.41666667
-104.9166667,21.75
-100.4166667,25.75
-106.75,26.08333333
-94.25,17.08333333
-98.41666667,16.91666667
-86.58333333,15.08333333
-102.75,21.41666667
-98.08333333,23.75
-100.25,22.08333333
-102.75,22.58333333
-98.91666667,17.75
-97.75,22.91666667
-107.0833333,24.91666667
-101.25,23.41666667
-107.75,27.08333333
-100.9166667,23.25
-105.25,20.58333333
-95.58333333,16.25
-96.41666667,18.08333333
-90.41666667,15.58333333
-98.08333333,24.58333333
-105.25,22.08333333
-94.58333333,17.08333333
-103.9166667,23.58333333
-97.75,25.08333333
-94.91666667,18.25
-99.91666667,21.91666667
-108.0833333,26.08333333
-94.58333333,16.75
-100.75,23.25
-100.0833333,23.25
-107.75,25.58333333
-108.5833333,27.25
-116.25,31.25
-97.75,26.91666667
-102.9166667,21.58333333
-103.5833333,23.25
-115.4166667,30.75
-100.5833333,22.58333333
-97.75,25.25
-105.25,20.91666667
-98.08333333,22.58333333
-94.25,16.58333333
-104.25,24.08333333
-99.91666667,22.91666667
-93.25,16.91666667
-93.41666667,16.58333333
-102.25,22.58333333
-92.25,15.75
-103.25,22.41666667
-97.91666667,24.58333333
-96.41666667,15.91666667
-101.4166667,23.25
-97.75,21.41666667
-97.91666667,24.41666667
-101.0833333,23.08333333
-100.5833333,23.75
-98.58333333,21.75
-93.58333333,16.91666667
-106.9166667,26.41666667
-97.91666667,24.25
-108.25,27.25
-97.58333333,21.08333333
-98.08333333,24.08333333
-103.4166667,22.58333333
-116.5833333,32.08333333
-106.0833333,23.58333333
-92.58333333,16.25
-98.08333333,18.25
-104.0833333,19.75
-98.25,18.58333333
-92.75,16.25
-102.4166667,21.75
-86.75,14.91666667
-107.4166667,25.08333333
-93.08333333,16.41666667
-100.25,18.75
-100.9166667,21.75
-102.25,21.25
-110.0833333,24.08333333
-97.08333333,20.58333333
-100.75,25.75
-92.58333333,16.08333333
-86.91666667,14.58333333
-89.08333333,14.91666667
-96.58333333,15.91666667
-92.41666667,16.25
-108.75,28.25
-83.75,9.583333333
-101.9166667,22.91666667
-101.5833333,23.25
-97.91666667,24.75
-102.9166667,22.41666667
-102.5833333,24.58333333
-94.08333333,17.08333333
-106.75,24.41666667
-98.08333333,21.58333333
-82.75,9.25
-98.58333333,23.91666667
-97.91666667,21.58333333
-98.41666667,24.75
-89.25,14.41666667
-97.75,22.75
-100.75,23.41666667
-105.0833333,24.75
-94.08333333,17.25
-97.58333333,20.75
-101.0833333,17.75
-99.91666667,17.41666667
-97.91666667,22.75
-97.75,27.08333333
-89.25,14.58333333
-101.25,17.91666667
-103.4166667,18.75
-98.25,22.75
-97.25,20.58333333
-108.9166667,28.58333333
-102.25,21.41666667
-102.75,21.91666667
-103.9166667,19.75
-98.08333333,24.41666667
-95.25,16.75
-93.25,16.58333333
-100.4166667,23.25
-100.4166667,24.25
-110.0833333,23.91666667
-100.75,24.75
-100.4166667,24.08333333
-100.4166667,22.08333333
-115.4166667,30.91666667
-86.91666667,15.25
-104.5833333,24.41666667
-102.75,18.75
-101.0833333,23.41666667
-86.08333333,14.08333333
-102.4166667,22.75
-100.0833333,25.58333333
-91.25,16.41666667
-101.4166667,23.08333333
-115.5833333,31.08333333
-105.0833333,20.08333333
-100.9166667,23.75
-102.25,22.75
-100.5833333,25.75
-99.91666667,25.25
-93.41666667,16.25
-100.25,25.75
-93.91666667,17.25
-93.91666667,17.08333333
-108.5833333,27.75
-94.91666667,18.41666667
-102.75,22.75
-97.91666667,22.58333333
-98.75,22.25
-99.25,24.08333333
-104.0833333,23.91666667
-100.25,26.08333333
-106.9166667,24.25
-96.58333333,19.58333333
-86.91666667,14.75
-88.91666667,14.25
-92.41666667,17.41666667
-107.75,25.25
-86.91666667,14.25
-85.91666667,13.75
-105.0833333,20.75
-116.25,31.41666667
-94.41666667,17.25
-98.75,17.91666667
-102.9166667,22.25
-107.75,26.25
-100.5833333,25.91666667
-98.08333333,24.75
-107.25,24.91666667
-102.5833333,24.75
-106.75,24.25
-104.75,19.58333333
-105.75,25.25
-99.41666667,18.41666667
-108.5833333,27.08333333
-100.0833333,23.08333333
-86.75,15.25
-91.91666667,17.25
-98.25,24.41666667
-98.25,24.58333333
-98.08333333,24.25
-100.25,23.25
-98.41666667,22.91666667
-94.25,17.25
-99.25,18.41666667
-107.9166667,25.25
-98.75,21.91666667
-97.75,27.25
-100.0833333,25.91666667
-91.91666667,14.91666667
-101.0833333,24.58333333
-103.25,22.25
-101.75,22.91666667
-100.5833333,24.08333333
-98.75,23.91666667
-100.25,25.91666667
-91.41666667,16.41666667
-99.08333333,23.75
-91.25,14.58333333
-86.75,14.58333333
-109.75,23.25
-87.41666667,13.91666667
-97.91666667,24.91666667
-108.25,27.08333333
-95.58333333,17.58333333
-102.5833333,21.58333333
-101.5833333,22.91666667
-100.25,22.58333333
-95.91666667,17.75
-93.25,16.25
-82.58333333,8.75
-99.58333333,24.75
-103.9166667,23.75
-104.4166667,24.41666667
-95.41666667,17.08333333
-93.25,17.58333333
-100.5833333,23.41666667
-103.0833333,21.41666667
-104.25,24.25
-87.08333333,14.41666667
-107.5833333,25.08333333
-94.58333333,17.25
-98.75,23.75
-105.25,21.91666667
-99.75,25.08333333
-97.41666667,20.58333333
-106.25,25.75
-104.5833333,19.41666667
-103.5833333,23.41666667
-105.4166667,24.91666667
-92.75,16.58333333
-106.4166667,23.75
-98.91666667,23.91666667
-97.75,20.91666667
-97.08333333,20.41666667
-103.75,23.58333333
-92.08333333,15.75
-86.75,14.25
-105.4166667,21.58333333
-102.75,24.75
-107.9166667,25.75
-101.0833333,25.58333333
-102.5833333,22.91666667
-96.58333333,18.41666667
-87.91666667,13.91666667
-102.75,21.25
-88.25,14.08333333
-99.08333333,23.91666667
-98.25,24.75
-94.75,17.25
-97.58333333,21.25
-86.75,14.75
-85.58333333,13.25
-101.0833333,18.08333333
-99.91666667,22.75
-105.0833333,21.25
-101.5833333,23.08333333
-105.9166667,23.25
-97.91666667,21.75
-100.5833333,23.91666667
-98.25,22.58333333
-105.25,24.91666667
-104.0833333,24.08333333
-100.75,23.75
-116.0833333,30.91666667
-93.08333333,17.58333333
-99.91666667,22.58333333
-97.91666667,25.91666667
-106.4166667,23.91666667
-103.0833333,22.91666667
-100.25,23.08333333
-103.4166667,22.75
-97.91666667,22.41666667
-95.25,16.91666667
-102.75,24.58333333
-97.91666667,25.41666667
-99.91666667,22.41666667
-103.4166667,23.08333333
-93.75,16.25
-104.5833333,19.58333333
-87.41666667,15.25
-109.75,23.08333333
-99.91666667,22.08333333
-97.08333333,20.25
-91.41666667,16.25
-103.0833333,21.58333333
-107.9166667,27.25
-97.91666667,26.08333333
-103.75,21.75
-93.58333333,17.41666667
-98.41666667,21.75
-87.58333333,15.08333333
-87.08333333,14.58333333
-107.5833333,26.91666667
-104.75,24.58333333
-101.75,23.08333333
-109.5833333,23.25
-102.9166667,22.91666667
-100.4166667,22.91666667
-97.91666667,25.75
-102.75,24.41666667
-98.08333333,22.41666667
-92.25,16.08333333
-107.9166667,25.41666667
-97.75,21.58333333
-97.91666667,25.08333333
-87.75,14.91666667
-89.91666667,14.41666667
-103.0833333,22.41666667
-108.9166667,27.91666667
-105.25,21.75
-106.9166667,26.58333333
-105.4166667,22.58333333
-86.58333333,14.08333333
-102.9166667,22.58333333
-103.25,22.91666667
-103.25,22.08333333
-102.9166667,24.58333333
-97.91666667,26.25
-86.75,13.41666667
-102.75,18.41666667
-93.58333333,17.25
-98.75,22.41666667
-86.75,14.08333333
-108.0833333,26.58333333
-100.4166667,26.08333333
-97.91666667,25.58333333
-97.75,22.08333333
